mode,en,rep,term,ko,grade,level,followed_decoy,decoy,issues,finish,sentence
term,platymorphia,편평안구,편평안구,의사의 문서에 편평안구가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned platymorphia.
term,cimex lectularius,빈대,빈대,의사의 문서에 빈대가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned cimex lectularius.
term,salbutamol,살부타몰,살부타몰,의사의 문서에 살부타몰이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned salbutamol.
term,tuning fork,소리굽쇠,소리굽쇠,의사의 문서에 소리굽쇠가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned tuning fork.
term,chest expiration,가슴 날숨촬영,가슴 날숨촬영,이 환자에서 가슴 날숨촬영이 시행되었습니다.,정답(대표),exact,,,[],stop,chest expiration was performed on this patient.
term,syphilogen,매독원,매독원,의사의 문서에는 매독원이 언급되어 있었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned syphilogen.
term,ischial ramus,궁둥뼈가지,궁둥뼈가지,의사의 문서에 궁둥뼈가지가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned ischial ramus.
term,supraspinous,가시끝-,가시끝-,의사의 문서에 가시끝-이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned supraspinous.
term,intranasal ethmoidectomy,사골동염근치술; 비내 접근법,비내 접근법,의사의 문서에 비내 접근법이 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned intranasal ethmoidectomy.
term,breathing bag reservoir,호흡주머니,호흡주머니,의사의 문서에 호흡주머니가 언급되었습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned breathing bag reservoir.
term,growth fever,변증,변증,보고서는 이 환자의 변증을 문서화했다.,정답(대표),exact,,,[],stop,The report documented growth fever in this patient.
term,neurostearic acid,신경지방산,신경지방산,의사의 문서에 신경지방산이 언급되었습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned neurostearic acid.
term,operative ultrasound,수술중초음파검사,수술중초음파검사,의사의 문서에 수술중초음파검사가 언급되었습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned operative ultrasound.
term,abortive prophage,불완전프로파지,불완전프로파지,의사의 문서에 불완전프로파지가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned abortive prophage.
term,vetebra,척추,척추,의사의 문서에 척추가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned vetebra.
term,incisor tooth,절치,절치,의사의 문서는 절치를 언급했다.,정답(대표),exact,,,[],stop,The doctor's document mentioned incisor tooth.
term,stump hallucination,절단끝환각,절단끝환각,의사의 문서에 절단끝환각이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned stump hallucination.
term,hyalomere,투명부위,투명부위,의사의 문서에 투명부위가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned hyalomere.
term,inspirator,흡입기,흡입기,의사의 문서에 흡입기가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned inspirator.
term,tense,긴장-,긴장-,의사의 문서에 긴장-이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned tense.
term,fluoridation,불소화,불소화,의사의 문서가 불소화를 언급했다.,정답(대표),exact,,,[],stop,The doctor's document mentioned fluoridation.
term,varicose vein stripping,정맥류 제거,정맥류 제거,보고서는 이 환자에서 정맥류 제거를 문서화했습니다.,정답(대표),exact,,,[],stop,The report documented varicose vein stripping in this patient.
term,urethrotomy,요도 절개,요도 절개,보고서는 이 환자에서 요도 절개를 기록했습니다.,정답(대표),exact,,,[],stop,The report documented urethrotomy in this patient.
term,virgin population,무노출인구,무노출인구,의사의 문서에는 무노출인구가 언급되어 있었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned virgin population.
term,gracilis muscle,두덩정강근,두덩정강근,의사의 문서에는 두덩정강근이 언급되어 있었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned gracilis muscle.
term,paraganglion,곁신경절,곁신경절,의사의 문서에 곁신경절이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned paraganglion.
term,hemianopsia,편측시야결손,편측시야결손,의사의 문서에 편측시야결손이 언급되었습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned hemianopsia.
term,relative scotoma,상대암점,상대암점,의사의 문서에 상대암점이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned relative scotoma.
term,ballism,도리깨질(증),도리깨질(증),의사의 문서에 도리깨질(증)이 언급되었다.,정답(대표),exact,,,['bad_chars'],stop,The doctor's document mentioned ballism.
term,tuberculosis of oesophagus,식도의 결핵,식도의 결핵,보고서는 이 환자에서 식도의 결핵을 문서화했습니다.,정답(대표),exact,,,[],stop,The report documented tuberculosis of oesophagus in this patient.
term,appendix ultrasound,맹장 초음파,맹장 초음파,의사의 문서에 맹장 초음파가 언급되었습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned appendix ultrasound.
term,kub left lateral,"콩팥요관방광촬영, 왼쪽측방향","콩팥요관방광촬영, 왼쪽측방향","이 환자에서 콩팥요관방광촬영, 왼쪽측방향이 시행되었습니다.",정답(대표),exact,,,[],stop,kub left lateral was performed on this patient.
term,menstrual irregularity,월경불규칙,월경불규칙,보고서는 이 환자에서 월경불규칙을 기록했다.,정답(대표),exact,,,[],stop,The report documented menstrual irregularity in this patient.
term,pressure suit,가압복,가압복,의사의 문서에 가압복이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned pressure suit.
term,postprocedural subglottic stenosis,처치후 성문하협착,처치후 성문하협착,보고서는 이 환자에서 처치후 성문하협착을 기록하였다.,정답(대표),exact,,,[],stop,The report documented postprocedural subglottic stenosis in this patient.
term,puerperium,산후기,산후기,의사의 문서에 산후기가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned puerperium.
term,non-infected,감염되지않은,감염되지않은,의사의 문서는 감염되지않은을 언급했습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned non-infected.
term,overdetermined idea,과잉결정관념,과잉결정관념,의사의 문서에 과잉결정관념이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned overdetermined idea.
term,agenesis of lung,폐의 무발생,폐의 무발생,이 환자에서 폐의 무발생을 문서화했다.,정답(대표),exact,,,[],stop,The report documented agenesis of lung in this patient.
term,toilet,세척,세척,의사의 문서에 세척이 언급되었습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned toilet.
term,coxalgic pelvis,엉덩관절병골반,엉덩관절병골반,의사의 문서에 엉덩관절병골반이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned coxalgic pelvis.
term,clasp repair,클라스프 수리,클라스프 수리,의사의 문서에 클라스프 수리가 언급되었습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned clasp repair.
term,horseshoe fistula,말발굽샛길,말발굽샛길,의사의 문서에 말발굽샛길이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned horseshoe fistula.
term,taenia solium,유구조충,유구조충,의사의 문서에 유구조충이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned taenia solium.
term,dermatitis verrucosa,사마귀피부염,사마귀피부염,보고서는 이 환자에서 사마귀피부염을 기록했습니다.,정답(대표),exact,,,[],stop,The report documented dermatitis verrucosa in this patient.
term,expectorant mixture,복합거담제,복합거담제,의사의 문서에 복합거담제가 언급되어 있었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned expectorant mixture.
term,prescription group,처방묶음,처방묶음,의사의 문서에 처방묶음이 언급되었습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned prescription group.
term,progressive hemifacial atrophy,진행성 반쪽얼굴 위축,진행성 반쪽얼굴 위축,보고서는 이 환자에게서 진행성 반쪽얼굴 위축을 기록했다.,정답(대표),exact,,,[],stop,The report documented progressive hemifacial atrophy in this patient.
term,plain radiograph,단순방사선사진,단순방사선사진,의사의 문서에 단순방사선사진이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned plain radiograph.
term,iridocyclitis in tuberculosis,결핵에서의 홍채섬모체염,결핵에서의 홍채섬모체염,보고서는 이 환자에서 결핵에서의 홍채섬모체염을 기록했습니다.,정답(대표),exact,,,[],stop,The report documented iridocyclitis in tuberculosis in this patient.
term,uremic convulsion,요독경련,요독경련,의사의 문서에는 요독경련이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned uremic convulsion.
term,ophthalmophacometer,수정체굴절력측정계,수정체굴절력측정계,의사의 문서에서 수정체굴절력측정계를 언급했습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned ophthalmophacometer.
term,reconstruction of thumb,엄지 손가락 재건,엄지 손가락 재건,이 환자의 엄지 손가락 재건이 보고서에 문서화되었습니다.,정답(대표),exact,,,[],stop,The report documented reconstruction of thumb in this patient.
term,tetrastichiasis,네줄속눈썹(증),네줄속눈썹(증),의사의 문서에 네줄속눈썹(증)이 언급되었다.,정답(대표),exact,,,['bad_chars'],stop,The doctor's document mentioned tetrastichiasis.
term,fundus photography,안저사진,안저사진,보고서는 이 환자의 안저사진을 기록했습니다.,정답(대표),exact,,,[],stop,The report documented fundus photography in this patient.
term,rotalix tube,회전양극관,회전양극관,의사의 문서에 회전양극관이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned rotalix tube.
term,invasive mole,침윤기태,침윤기태,의사의 문서에서 침윤기태를 언급했다.,정답(대표),exact,,,[],stop,The doctor's document mentioned invasive mole.
term,ulcerated external hemorrhoids,궤양성 외치핵,궤양성 외치핵,보고서는 이 환자에게 궤양성 외치핵이 있음을 기록했습니다.,정답(대표),exact,,,[],stop,The report documented ulcerated external hemorrhoids in this patient.
