arm,en,pred,rep,grade,level,kcd,words,issues,finish
1b,manage immobilizer care,고정장치 관리,부동간호 관리,오답,-,,3,[],stop
1b,non-exudative,비삼출성,삼출되지않은,오답,-,,1,[],stop
1b,endemic disease,풍토병,풍토병,정답(대표),exact,,2,[],stop
1b,teach personal care,개인 위생 교육,개인간호 교육,오답,-,,3,[],stop
1b,aortic(valve) stenosis,대동맥(판막) 협착증,대동맥판협착,오답,-,I35.0,2,['bad_chars'],stop
1b,gastradenitis,위선염,위샘염,오답,-,,1,[],stop
1b,tumor-specific antigen,종양 특이 항원,종양특이항원,정답(대표),nospace,,2,[],stop
1b,inspirator,흡입기,흡입기,정답(대표),exact,,1,[],stop
1b,breathing bag reservoir,호흡백 저수조,호흡주머니,오답,-,,3,[],stop
1b,colonic serosa,결장 장막,잘록창자장막층,오답,-,,2,[],stop
1b,perform infection control,감염 관리 수행,감염통제 수행,오답,-,,3,[],stop
1b,orofaciodigital syndrome,구안지증후군,구안지 증후군,정답(대표),nospace,Q87.0,2,[],stop
1b,coffin-siris syndrome,코핀-시리스 증후군,코핀-시리스 증후군,정답(대표),exact,Q87.5,2,[],stop
1b,echinocyte,극적혈구,톱니적혈구,오답,-,,1,[],stop
1b,posterior cordectomy,후방 성대절제술,뒷쪽 성대 절제,오답,-,,2,[],stop
1b,pulex,벼룩,벼룩(속),오답,-,,1,[],stop
1b,vulvovaginal,외음질의,음문질-,오답,-,,1,[],stop
1b,arthroplasty of foot,족부 관절성형술,발의 관절 성형,오답,-,,3,[],stop
1b,motor fiber,운동 섬유,운동신경섬유,정답(동의어),nospace,,2,[],stop
1b,costal angle,늑골각,갈비뼈각,정답(동의어),exact,,2,[],stop
1b,cranial dermal sinus,두개 피부 동,뇌피부동,오답,-,L05.9,3,[],stop
1b,naevus portwine,포도주색 모반,포도주색 모반,정답(대표),exact,Q82.5,2,[],stop
1b,parovarian cystoma,난관旁 낭종,난소위체낭,오답,-,Q50.4,2,[],stop
1b,pressure suit,압력복,가압복,오답,-,,2,[],stop
1b,dural avf,경막 동정맥루,경막의 동정맥루,정답(동의어),nospace,I67.1,2,[],stop
1b,nonoperculated egg,비개폐란,무난개충란,오답,-,,2,[],stop
1b,pharynx,인두,인두,정답(대표),exact,,1,[],stop
1b,macrocytic anemia,대적혈구성 빈혈,큰적혈구빈혈,오답,-,D52.9,2,[],stop
1b,scorbutic ulcer,괴혈병성 궤양,괴혈병궤양,오답,-,,2,[],stop
1b,rodent ulcer,침식성 궤양,잠식궤양,오답,-,,2,[],stop
1b,pyrexia during labour,분만중 발열,출산중 발열,오답,-,O75.2,3,[],stop
1b,myoclonia fibrillaris multiplex,다발성 섬유성 근간대성 경련,다발잔떨림근대성대발작,오답,-,,3,[],stop
1b,epiduroscopic neuroplasty,경막외강 내시경 신경유리술,내시경적 경막외강 신경성형술,오답,-,,2,[],stop
1b,cold pack,냉습포,찬물 주머니,오답,-,,2,[],stop
1b,vibratory auscultation,진동 청진,진동청진,정답(대표),nospace,,2,[],stop
1b,long labor,지연 분만,지연 진통,오답,-,O63,2,[],stop
1b,bionator,바이오네이터,바이오네이터,정답(대표),exact,,1,[],stop
1b,assess hospice,호스피스 평가,호스피스 사정,오답,-,,2,[],stop
1b,hypofunction,기능 저하,기능저하,정답(대표),nospace,,1,[],stop
1b,microsomia,소체증,작은몸증,오답,-,,1,[],stop
1b,lymphopoiesis,림프구 생성,림프구형성,오답,-,,1,[],stop
1b,eurytrema pancreaticum,췌장흡충,췌질,오답,-,,2,[],stop
1b,arm-to-retina circulation time,상완-망막 순환시간,팔망막순환시간,오답,-,,3,[],stop
1b,laryngeal nodule,후두 결절,후두결절,정답(대표),nospace,J38.7,2,[],stop
1b,evacuation of empyema,농흉 배농술,축농 제거,오답,-,,3,[],stop
1b,toxic cardiopathy,독성 심질환,독성심장병(증),오답,-,,2,[],stop
1b,hyposegmentation,저분엽증,저분절증,오답,-,,1,[],stop
1b,cabot ring bodies,카보트환,카보트고리소체,오답,-,,3,[],stop
1b,pilomatrixoma,모기질종,털바탕질종,정답(동의어),exact,D23.9,1,[],stop
1b,micromanipulation,미세조작,미세조작(술),오답,-,,1,[],stop
1b,autonomic bladder,자율방광,자율방광,정답(대표),exact,,2,[],stop
1b,fistula of gallbladder,담낭루,담낭의 누공,오답,-,K82.3,3,[],stop
1b,direct coombs test,직접 쿰스시험,직접쿰즈검사,오답,-,,3,[],stop
1b,pit carries,와동 우식,오목부분 우식,오답,-,K02.8,2,[],stop
1b,sarcoma of lung,폐육종,폐 육종,정답(대표),nospace,C34.99,3,[],stop
1b,assess enema,관장 평가,관장 사정,오답,-,,2,[],stop
1b,dyslipoproteinemia,이상지단백혈증,이상지질단백혈증,오답,-,,1,[],stop
1b,interfascicular graft,속다발간 이식,다발사이이식,오답,-,,2,[],stop
1b,ossidesmosis,골성유착증,힘줄뼈되기,오답,-,,1,[],stop
1b,multidrug resistance,다제내성,다약제내성,오답,-,,2,[],stop
1b,dislocation of wrist,손목탈구,손목의 탈구,오답,-,S63.0,3,[],stop
1b,horopter,단일시,단일시궤도,오답,-,,1,[],stop
1b,enteral feeding,장관영양,위장관영양,오답,-,,2,[],stop
1b,fall risk deteriorated,낙상 위험 악화,낙상 위험성 악화됨,오답,-,,3,[],stop
1b,rothmund thomson syndrome,로트문트-톰슨 증후군,로트문드 톰슨 증후군,오답,-,Q82.8,3,[],stop
1b,amputation of cervix,자궁경부 절단술,자궁목 절단,오답,-,,3,[],stop
1b,extrachromosomal inheritance,염색체외 유전,염색체외유전,정답(대표),nospace,,2,[],stop
1b,sao paulo fever,상파울루 열,상파울로열,오답,-,A77.0,3,[],stop
1b,bubbling rale,수포음,끓는거품소리,오답,-,,2,[],stop
1b,alpha thalassemia,알파 지중해빈혈,알파 지중해빈혈,정답(대표),exact,D56.0,2,[],stop
1b,refractive accomodative esotropia,굴절성 조절내사시,굴절조절 내사시,오답,-,H50.0,3,[],stop
1b,oxidizing color,산화 색소,산화염료,오답,-,,2,[],stop
1b,stump hallucination,단지환각,절단끝환각,오답,-,,2,[],stop
1b,platelet,혈소판,혈소판,정답(대표),exact,,1,[],stop
1b,thyroid notch,갑상연절흔,방패패임,오답,-,,2,[],stop
1b,binaural,양이,양귀-,오답,-,,1,[],stop
1b,dermatopathic lymphadenopathy,피부병성 림프절병증,피부병림프절병(증),오답,-,,2,[],stop
1b,supporting spiritual rituals,영적 의식 지원,영적의식 지지하기,오답,-,,3,[],stop
1b,endovascular ultrasonography,혈관내 초음파검사,혈관내 초음파촬영,오답,-,,2,[],stop
1b,laceration of back,등열상,등 열상,정답(대표),nospace,S21.2,3,[],stop
1b,patent medicine,특허 의약품,특허약,오답,-,,2,[],stop
1b,fiberoptic endoscopic,섬유내시경,광섬유내시경,오답,-,,2,[],stop
1b,triketohydrindene hydrate test,닌히드린시험,닌히드린검사,오답,-,,3,[],stop
1b,odontoprisis,치아마모증,이갈기,오답,-,,1,[],stop
1b,suprapubic prostatectomy,치골상 전립선절제술,두덩뼈 위쪽 경유 전립샘 절제,오답,-,,2,[],stop
1b,functional enuresis,기능성 야뇨증,기능성 유뇨증,오답,-,F98.0,2,[],stop
1b,angiohyalinosis,혈관유리양변성,혈관유리질증,오답,-,,1,[],stop
1b,muscle flap,근육판,근(육)판,오답,-,,2,[],stop
1b,von hippel-lindau disease,폰 히펠-린다우병,폰히펠-린다우병,정답(대표),nospace,,3,[],stop
1b,bidiscoidal placenta,이원반태반,두원반태반,오답,-,,2,[],stop
1b,graves' ophthalmopathy,그레이브스 안병증,그레이브스 눈병증,오답,-,E05.0&H06.2,2,[],stop
1b,enterotoxin,장독소,창자독소,정답(동의어),exact,,1,[],stop
1b,di guglielmo's disease,디 구글리엘모병,디구글리엘모병,정답(대표),nospace,C94.0,3,[],stop
1b,deep mycosis,심부 진균증,심재성 진균증,오답,-,B48.8,2,[],stop
1b,micromovement,미세운동,미세운동,정답(대표),exact,,1,[],stop
1b,immunodiagnostic method,면역진단법,면역진단법,정답(대표),exact,,2,[],stop
1b,abdominal wall strained,,배벽 긴장,형식실패,-,,3,['missing_row'],stop
1b,operative cholangiography,,수술쓸개관조영(술),형식실패,-,,2,['missing_row'],stop
1b,analgesia dolorosa,,무감각부위통증,형식실패,-,,2,['missing_row'],stop
1b,non-infected,,감염되지않은,형식실패,-,,1,['missing_row'],stop
1b,transurethral intravesical electrotherapy,,요도경유방광속전기요법,형식실패,-,,3,['missing_row'],stop
1b,ineffective protection,,비효율적 방어능력,형식실패,-,,2,['missing_row'],stop
1b,lienorenal,,지라콩팥-,형식실패,-,,1,['missing_row'],stop
1b,biceps femoris muscle,,넙다리두갈래근,형식실패,-,,3,['missing_row'],stop
1b,mamillitis,,유두염,형식실패,-,,1,['missing_row'],stop
1b,colpocystocele,,질방광탈출(증),형식실패,-,,1,['missing_row'],stop
1b,unequal limb length,,사지길이부동증,형식실패,-,,3,['missing_row'],stop
1b,hemocytometry,,혈구계수(법),형식실패,-,,1,['missing_row'],stop
1b,annulospiral ending,,고리나선신경종말,형식실패,-,,2,['missing_row'],stop
1b,monopolar depression,,단극성 우울병,형식실패,-,F32.9,2,['missing_row'],stop
1b,closed reduction,,비개방정복(술),형식실패,-,,2,['missing_row'],stop
1b,tingling,,저림,형식실패,-,,1,['missing_row'],stop
1b,protrusive position,,전방위,형식실패,-,,2,['missing_row'],stop
1b,imitative attitude,,모방태도,형식실패,-,,2,['missing_row'],stop
1b,grain itch,,곡물 소양증,형식실패,-,B88.0,2,['missing_row'],stop
1b,puborectalis muscle,,두덩곧창자근,형식실패,-,,2,['missing_row'],stop
1b,ulcerlike nud,,궤양성 비궤양성 소화불량,형식실패,-,K30,2,['missing_row'],stop
1b,core decompression,,중핵감압,형식실패,-,,2,['missing_row'],stop
1b,diving reflex,,잠수반사,형식실패,-,,2,['missing_row'],stop
1b,operative ultrasound,,수술중초음파검사,형식실패,-,,2,['missing_row'],stop
1b,sign,,징후,형식실패,-,,1,['missing_row'],stop
1b,dopa-responsive dystonia,,도파-반응성 근긴장이상,형식실패,-,G24.8,2,['missing_row'],stop
1b,urethroscopic surgery,,요도경하 수술,형식실패,-,,2,['missing_row'],stop
1b,endometrial stromal sarcoma,,자궁내막버팀질육종,형식실패,-,,3,['missing_row'],stop
1b,polymyalgia rheumatica,,류마티스성 다발근통,형식실패,-,M35.3,2,['missing_row'],stop
1b,stenopeic,,가는틈-,형식실패,-,,1,['missing_row'],stop
1b,psychologist - rehabilitation,,심리학자-재활,형식실패,-,,3,['missing_row'],stop
1b,sideroblastic anaemia,,철적혈모구빈혈,형식실패,-,D64.0-D64.3,2,['missing_row'],stop
1b,facial nucleus,,얼굴신경핵,형식실패,-,,2,['missing_row'],stop
1b,buryu,,부류(復溜),형식실패,-,,1,['missing_row'],stop
1b,afterloading technique,,후장진법,형식실패,-,,2,['missing_row'],stop
1b,hepaticostomy,,간관루설치(술),형식실패,-,,1,['missing_row'],stop
1b,turbidometric technique,,혼탁도측정기법,형식실패,-,,2,['missing_row'],stop
1b,chest expiration,,가슴 날숨촬영,형식실패,-,,2,['missing_row'],stop
1b,ballism,,도리깨질(증),형식실패,-,,1,['missing_row'],stop
1b,radioimmunoelectrophoresis,,방사면역전기이동(법),형식실패,-,,1,['missing_row'],stop
1b,flax-dresser disease,,아마포착용자병,형식실패,-,J66.1,2,['missing_row'],stop
1b,ophthalmologic surgical procedures,,안과 수술방법,형식실패,-,,3,['missing_row'],stop
1b,muscle twitch,,근육 경련,형식실패,-,,2,['missing_row'],stop
1b,anaphylactoid crisis,,아나필락시스유사위기,형식실패,-,,2,['missing_row'],stop
1b,paraphilia,,성도착(증),형식실패,-,,1,['missing_row'],stop
1b,alcohol swab,,알코올솜,형식실패,-,,2,['missing_row'],stop
1b,cholelithiasis,,담석증,형식실패,-,K80,1,['missing_row'],stop
1b,activity grade,,활동정도,형식실패,-,,2,['missing_row'],stop
1b,suprameatal foveola,,바깥귀길위오목,형식실패,-,,2,['missing_row'],stop
1b,solenopsis invicta,,불개미,형식실패,-,,2,['missing_row'],stop
1b,petrooccipital fissure,바위후두열,바위뒤통수틈새,오답,-,,2,[],stop
1b,stratified randomization,층화무작위배정,층별무작위배정(법),오답,-,,2,[],stop
1b,factor viii,제8인자,제8인자,정답(대표),exact,,2,[],stop
1b,negative pressure,음압,음압,정답(대표),exact,,2,[],stop
1b,autonomic insufficiency,자율신경부전,자율신경부전,정답(대표),exact,,2,[],stop
1b,brachiocephalic trunk,상완두부동맥줄기,팔머리동맥,오답,-,,2,[],stop
1b,fenestrated capillary,창공모세혈관,창문모세혈관,오답,-,,2,[],stop
1b,antivitamin,항비타민,항비타민물질,오답,-,,1,[],stop
1b,x-ray illumination,엑스선 조사,X선필름판독대,오답,-,,2,[],stop
1b,calomel,감로,감홍,오답,-,,1,[],stop
1b,major amblyoscope,대형 약시경,대형 약시경,정답(대표),exact,,2,[],stop
1b,bilateral palatine tonsils,양측 구개편도,양측 목구멍 편도,오답,-,,3,[],stop
1b,thyroid nodule,갑상선결절,갑상선소결절,오답,-,,2,[],stop
1b,ancylostoma ceylanicum,실론구충,실론구충,정답(대표),exact,,2,[],stop
1b,ataxic hemiparesis,실조성반마비,실조성반부전마비,오답,-,,2,[],stop
1b,tubular maximum,세뇨관최대,요세관최대값,오답,-,,2,[],stop
1b,meckel's imaging,메켈영상,메켈스 스캔,오답,-,,2,[],stop
1b,pallister-killian syndrome,팔리스터-킬리안 증후군,팰리스터-킬리언 증후군,정답(동의어),exact,Q99.8,2,[],stop
1b,uncovertebral,후관절,갈고리돌기-,오답,-,,1,[],stop
1b,hyperlipidaemia,고지질혈증,고지혈증,오답,-,,1,[],stop
1b,nuclear polyhedrosis virus,핵다각체병 바이러스,핵다면체형성바이러스,오답,-,,3,[],stop
1b,transluminal coronary atherectomy,경관상동맥죽상반제거술,내강경유 심장혈관 죽종절제,오답,-,,3,[],stop
1b,epigastric artery,상복벽동맥,배벽동맥,오답,-,,2,[],stop
1b,frontal suture,전두봉합,이마봉합선,오답,-,,2,[],stop
1b,supernumeric impacted tooth,과잉 매복치,과잉매복치,정답(대표),nospace,K01.18,3,[],stop
1b,androgenic alopecia,남성형 탈모증,안드로젠탈모증,오답,-,L64,2,[],stop
1b,oil red,오일 레드,오일레드,정답(대표),nospace,,2,[],stop
1b,counterfeit disease,위조질환,꾀병,오답,-,,2,[],stop
1b,primary amnion,일차 양막,원시양막,오답,-,,2,[],stop
1b,entire nasal septum,전비중격,온코사이막,오답,-,,3,[],stop
1b,first filial generation,제1자손세대,일대잡종,오답,-,,3,[],stop
1b,pleurothecal anastomosis,흉막초문합,가슴막-척수막 연결,오답,-,,2,[],stop
1b,nodular sclerosis,결절성 경화증,결절경화,오답,-,,2,[],stop
1b,multicystic kidney disease,다낭성 신질환,다낭신장병,오답,-,Q61.4,3,[],stop
1b,qrs widened,QRS 확장,큐알에스(QRS) 넓힘,오답,-,,2,['bad_chars'],stop
1b,thymus,흉선,가슴샘,정답(동의어),exact,,1,[],stop
1b,blastomyces,블라스토미세스,분아진균(속),오답,-,,1,[],stop
1b,assess breastfeeding support,모유 수유 지원 평가,모유수유지지 사정,오답,-,,3,[],stop
1b,postpartum afibrinogenemia,산후 무섬유소원혈증,분만후 무피브리노젠혈증,오답,-,O72.3,2,[],stop
1b,plantar flexion,족저굴곡,발바닥쪽 굽힘,오답,-,,2,[],stop
1b,mediterranean tick fever,지중해진드기열,지중해진드기열,정답(대표),exact,A77.1,3,[],stop
1b,frolement,프롤르망,미세마찰음,오답,-,,1,[],stop
1b,septal angle,중격각,코중격각,오답,-,,2,[],stop
1b,hyperestrinism,고에스트로겐혈증,여성호르몬과다(증),정답(동의어),exact,,1,[],stop
1b,laryngopharyngitis,후두인두염,후두인두염,정답(대표),exact,,1,[],stop
1b,bacteriocin,박테리오신,박테리오신,정답(대표),exact,,1,[],stop
1b,intromission,삽입,삽입,정답(대표),exact,,1,[],stop
1b,drug-induced,약물유발성,약물유발-,오답,-,,1,[],stop
1b,semidirected lead,반유도성 유도,반직접유도,오답,-,,2,[],stop
1b,sirenomelia syndrome,인어증후군,인어다리 증후군,오답,-,Q87.2,2,[],stop
1b,delay procedure,시술 지연,지연처치,오답,-,,2,[],stop
1b,proacrosomal granule,전체두립과립,풋첨단체과립,오답,-,,2,[],stop
1b,intramuscular nerve stimulation,근육내 신경 자극,근육내신경자극치료,오답,-,,3,[],stop
1b,hyperthyroxinemia,고티록신혈증,고티록신혈증,정답(대표),exact,,1,[],stop
1b,subpapillary arterial network,유두하 동맥망,유두밑동맥그물,정답(동의어),nospace,,3,[],stop
1b,picture frustration test,도형 좌절 검사,그림좌절검사,오답,-,,3,[],stop
1b,transistor hearing aid,트랜지스터 보청기,트랜지스터보청기,정답(대표),nospace,,3,[],stop
1b,rodenticide,설치제,살서제,오답,-,,1,[],stop
1b,adjustable suture,조절 봉합,조정봉합,오답,-,,2,[],stop
1b,vaginography,질조영술,질조영(술),오답,-,,1,[],stop
1b,intermedia thalassaemia,중간형 지중해빈혈,중간형 지중해빈혈,정답(대표),exact,D56.1,2,[],stop
1b,window defect,창 결손,창문비침,오답,-,,2,[],stop
